"R0000100","R0536300","R0536401","R0536402","R1235800","R1482600","Z9073400"
6741,2,9,1984,0,2,-4
6742,1,7,1984,0,2,-4
6743,1,6,1984,0,2,-4
6744,1,4,1981,0,2,-4
6745,1,4,1983,0,2,-4
6746,2,1,1984,0,2,-4
6747,1,4,1980,0,2,-4
6748,2,4,1982,0,2,1
6749,2,6,1983,0,2,-4
6750,2,1,1981,0,2,1
6751,2,3,1983,0,2,1
6752,2,7,1980,0,2,-4
6753,2,10,1984,0,2,1
6754,2,9,1981,0,2,1
6755,1,1,1984,0,2,-4
6756,2,4,1984,0,2,-4
6757,2,6,1984,0,2,-4
6758,1,10,1981,0,2,-4
6759,1,1,1980,0,2,1
6760,2,10,1981,0,2,-4
6761,1,1,1983,0,2,-4
6762,1,6,1983,0,2,-4
6763,2,4,1982,0,2,-4
6764,1,6,1980,0,2,-4
6765,2,4,1984,0,2,-4
6766,2,7,1980,0,2,1
6767,1,4,1983,0,2,-4
6768,1,9,1984,0,2,1
6769,2,7,1980,0,2,-4
6770,1,6,1983,0,2,-4
6771,2,12,1980,0,2,-4
6772,1,5,1983,0,2,1
6773,1,4,1984,0,2,-4
6774,2,8,1984,0,2,-4
6775,2,7,1982,0,2,-4
6776,2,11,1981,0,2,-4
6777,2,7,1983,0,2,-4
6778,1,9,1984,0,2,-4
6779,1,1,1982,0,2,-4
6780,1,12,1983,0,2,-4
6781,2,9,1981,0,2,-4
6782,2,9,1984,0,2,-4
6783,1,9,1980,0,2,-4
6784,1,1,1984,0,2,-4
6785,2,2,1981,0,2,-4
6786,2,10,1982,0,2,1
6787,1,3,1984,0,2,-4
6788,2,7,1981,0,2,-4
6789,1,4,1984,0,2,-4
6790,1,2,1984,0,2,-4
6791,2,10,1982,0,2,1
6792,1,7,1984,0,2,-4
6793,2,11,1981,0,2,-4
6794,2,5,1981,0,2,-4
6795,2,4,1984,0,2,-4
6796,1,6,1984,0,2,-4
6797,1,12,1982,0,1,-4
6798,1,9,1982,0,1,-4
6799,2,3,1981,0,2,-4
6800,1,5,1984,0,2,-4
6801,2,11,1984,0,2,-4
6802,1,6,1981,0,2,-4
6803,2,6,1981,0,2,-4
6804,1,4,1984,0,2,-4
6805,2,6,1982,0,2,2
6806,1,2,1981,0,2,-4
6807,2,12,1984,0,2,-4
6808,2,9,1980,0,2,-4
6809,2,3,1984,0,2,1
6810,2,4,1980,0,2,1
6811,2,1,1984,0,2,1
6812,1,9,1981,0,2,-4
6813,2,9,1984,0,2,1
6814,1,11,1981,0,2,-4
6815,2,2,1981,0,1,-4
6816,1,11,1982,0,1,1
6817,2,8,1981,0,2,-4
6818,2,3,1980,0,2,-4
6819,1,11,1981,0,2,-4
6820,2,6,1983,0,2,-4
6821,2,8,1982,0,2,-4
6822,2,10,1984,0,2,-4
6823,2,10,1982,0,2,-4
6824,1,2,1981,0,2,-4
6825,2,10,1983,0,2,-4
6826,1,1,1983,0,2,-4
6827,1,9,1980,0,2,-4
6828,1,9,1981,0,2,-4
6829,2,11,1983,0,2,-4
6830,1,4,1982,0,2,-4
6831,2,10,1984,0,2,-4
6832,2,1,1980,0,2,1
6833,1,12,1980,0,1,-4
6834,2,2,1983,0,1,-4
6835,2,2,1983,0,1,1
6836,1,11,1982,0,1,1
6837,1,1,1982,0,1,-4
6838,2,2,1981,0,1,-4
6839,2,1,1980,0,1,-4
6840,2,5,1981,0,1,-4
6841,1,5,1982,0,2,-4
6842,2,5,1984,0,2,-4
6843,1,1,1980,0,1,-4
6844,1,9,1983,0,1,-4
6845,1,9,1980,0,2,-4
6846,1,2,1984,0,1,-4
6847,1,2,1984,0,1,1
6848,1,1,1982,0,2,-4
6849,2,5,1980,0,2,-4
6850,1,2,1984,0,2,1
6851,2,9,1982,0,2,-4
6852,2,7,1984,0,2,-4
6853,1,8,1984,0,2,-4
6854,1,10,1983,0,2,-4
6855,2,9,1982,0,2,-4
6856,1,5,1982,0,2,-4
6857,2,11,1981,0,2,1
6858,2,7,1983,0,2,-4
6859,1,3,1982,0,2,-4
6860,1,1,1984,0,2,-4
6861,1,1,1981,0,2,-4
6862,1,2,1984,0,2,-4
6863,1,4,1981,0,1,-4
6864,2,11,1980,0,1,-4
6865,1,12,1982,0,1,-4
6866,2,8,1980,0,1,1
6867,1,1,1984,0,1,-4
6868,2,11,1980,0,1,-4
6869,2,2,1980,0,1,-4
6870,1,12,1982,0,1,-4
6871,1,3,1984,0,1,-4
6872,1,8,1982,0,1,-4
6873,1,8,1982,0,1,-4
6874,2,7,1981,0,1,-4
6875,1,2,1984,0,1,-4
6876,1,12,1982,0,1,-4
6877,1,8,1980,0,1,-4
6878,1,3,1981,0,1,-4
6879,1,11,1980,0,1,1
6880,2,6,1982,0,1,3
6881,2,1,1982,0,1,-4
6882,2,2,1983,0,1,-4
6883,2,7,1984,0,1,-4
6884,2,11,1980,0,1,1
6885,2,11,1980,0,1,1
6886,1,1,1981,0,1,-4
6887,1,5,1984,0,1,-4
6888,1,10,1981,0,1,1
6889,2,4,1984,0,1,-4
6890,2,10,1983,0,1,-4
6891,2,10,1983,0,1,-4
6892,1,12,1982,0,1,1
6893,2,6,1980,0,1,-4
6894,1,2,1984,0,1,-4
6895,2,3,1980,0,1,-4
6896,2,8,1981,0,1,-4
6897,2,8,1983,0,1,-4
6898,2,9,1984,0,1,-4
6899,1,8,1982,0,1,-4
6900,2,12,1980,0,1,-4
6901,1,1,1980,0,1,-4
6902,2,4,1980,0,1,-4
6903,2,11,1981,0,1,-4
6904,1,1,1981,0,1,1
6905,2,8,1984,0,1,-4
6906,2,1,1984,0,1,-4
6907,1,12,1982,0,2,-4
6908,2,8,1981,0,2,-4
6909,2,12,1983,0,1,-4
6910,1,11,1980,0,2,-4
6911,1,5,1983,0,2,-4
6912,1,8,1983,0,2,-4
6913,2,2,1983,0,2,-4
6914,2,7,1980,0,2,1
6915,1,6,1981,0,2,-4
6916,2,8,1981,0,2,-4
6917,2,8,1980,0,1,-4
6918,1,10,1981,0,1,-4
6919,2,1,1981,0,1,-4
6920,2,9,1982,0,1,-4
6921,2,7,1980,0,1,-4
6922,1,4,1982,0,1,-4
6923,2,2,1982,0,1,1
6924,2,1,1983,0,1,-4
6925,2,5,1982,0,2,-4
6926,1,3,1984,0,2,-4
6927,1,2,1983,0,2,-4
6928,1,12,1981,0,1,-4
6929,1,10,1984,0,1,-4
6930,2,7,1982,0,2,-4
6931,2,12,1984,0,2,-4
6932,1,10,1982,0,2,1
6933,2,10,1981,0,2,-4
6934,1,3,1981,0,2,-4
6935,2,8,1984,0,2,-4
6936,2,12,1983,0,2,-4
6937,2,11,1983,0,2,-4
6938,2,5,1984,0,2,-4
6939,1,4,1981,0,2,-4
6940,1,11,1983,0,2,-4
6941,1,6,1984,0,2,-4
6942,1,11,1980,0,2,-4
6943,1,11,1981,0,2,-4
6944,2,3,1982,0,2,-4
6945,2,2,1983,0,2,1
6946,2,7,1981,0,1,-4
6947,2,8,1982,0,1,-4
6948,2,7,1982,0,1,-4
6949,2,8,1980,0,1,-4
6950,1,7,1980,0,1,-4
6951,2,8,1980,0,1,-4
6952,2,12,1983,0,1,-4
6953,2,4,1984,0,1,-4
6954,1,11,1982,0,1,-4
6956,2,12,1983,0,1,-4
6957,1,10,1981,0,1,-4
6958,1,1,1983,0,1,-4
6959,1,9,1982,0,1,1
6960,1,8,1981,0,1,-4
6961,1,12,1984,0,1,-4
6962,2,3,1981,0,1,-4
6963,1,4,1981,0,1,-4
6964,2,1,1984,0,1,-4
6965,2,7,1984,0,1,-4
6966,1,11,1984,0,1,-4
6967,2,4,1983,0,1,-4
6968,1,6,1981,0,1,-4
6969,1,7,1981,0,1,-4
6970,1,6,1983,0,1,-4
6971,2,1,1982,0,2,-4
6972,2,10,1984,0,2,-4
6973,1,1,1981,0,1,-4
6974,1,5,1984,0,1,-4
6975,1,6,1984,0,1,-4
6976,2,5,1980,0,2,-4
6977,1,7,1982,0,2,-4
6978,2,6,1984,0,2,1
6979,1,6,1981,0,1,-4
6980,2,6,1984,0,2,-4
6981,2,10,1983,0,2,1
6982,1,7,1984,0,2,1
6983,1,8,1980,0,2,-4
6984,1,3,1981,0,2,-4
6985,2,6,1983,0,2,-4
6986,2,10,1984,0,2,-4
6987,2,9,1980,0,1,-4
6988,1,12,1981,0,2,-4
6989,2,3,1981,0,1,-4
6990,1,4,1982,0,1,-4
6991,2,8,1984,0,1,-4
6992,1,7,1982,0,1,-4
6993,1,7,1980,0,2,1
6994,1,5,1983,0,2,-4
6995,1,7,1983,0,2,3
6996,2,4,1982,0,2,-4
6997,1,6,1982,0,2,1
6998,2,10,1983,0,2,-4
6999,1,2,1982,0,2,-4
7000,2,8,1984,0,2,-4
7001,1,8,1981,0,2,-4
7002,1,11,1984,0,1,-4
7003,2,1,1984,0,1,-4
7004,2,4,1982,0,1,1
7005,1,6,1983,0,1,1
7006,2,12,1980,0,1,-4
7007,2,12,1983,0,1,-4
7008,1,9,1982,0,2,-4
7009,1,4,1983,0,2,-4
7010,2,11,1980,0,2,-4
7011,2,9,1983,0,2,-4
7012,2,10,1981,0,2,-4
7013,2,3,1982,0,1,-4
7014,2,10,1980,0,1,-4
7015,1,5,1983,0,1,-4
7016,1,5,1981,0,2,-4
7017,2,2,1981,0,1,-4
7018,2,1,1981,0,2,1
7019,1,8,1982,0,2,-4
7020,1,4,1980,0,1,-4
7021,2,12,1980,0,1,-4
7022,1,2,1982,0,1,-4
7023,1,11,1981,0,2,-4
7024,2,2,1981,0,1,-4
7025,1,8,1982,0,1,-4
7026,2,9,1982,0,1,-4
7027,1,1,1981,0,2,-4
7028,1,9,1981,0,2,1
7029,1,9,1980,0,1,-4
7030,1,9,1981,0,1,-4
7031,1,8,1983,0,1,-4
7032,2,6,1981,0,2,-4
7033,1,10,1984,0,2,-4
7034,2,1,1981,0,1,-4
7035,2,6,1982,0,1,-4
7036,2,1,1984,0,1,-4
7037,2,2,1980,0,1,-4
7038,2,4,1983,0,1,-4
7039,1,7,1983,0,1,-4
7040,1,9,1984,0,1,-4
7041,2,7,1982,0,3,1
7042,2,1,1981,0,1,-4
7043,1,2,1983,0,1,-4
7044,1,9,1982,0,1,-4
7045,1,1,1982,0,1,-4
7046,1,8,1982,0,1,1
7047,1,6,1982,0,1,-4
7048,2,6,1980,0,1,-4
7049,1,6,1981,0,1,1
7050,2,3,1980,0,1,-4
7051,1,4,1980,0,1,-4
7052,1,1,1982,0,1,-4
7053,2,12,1981,0,1,-4
7054,2,6,1980,0,1,-4
7055,1,10,1981,0,2,-4
7056,1,8,1983,0,2,-4
7057,2,1,1980,0,1,-4
7058,2,1,1981,0,2,-4
7059,2,8,1983,0,1,1
7060,2,5,1983,0,2,-4
7061,1,9,1980,0,2,-4
7062,1,4,1981,0,1,-4
7063,2,12,1983,0,1,-4
7064,2,4,1981,0,2,-4
7065,1,9,1982,0,1,-4
7066,2,12,1980,0,1,-4
7067,1,5,1981,0,1,-4
7068,1,5,1981,0,1,-4
7069,2,7,1981,0,2,-4
7070,2,6,1983,0,1,-4
7071,1,11,1981,0,1,-4
7072,2,1,1982,0,2,-4
7073,2,3,1982,0,2,-4
7074,1,12,1984,0,2,-4
7075,2,1,1983,0,2,-4
7076,1,2,1980,0,2,-4
7077,1,10,1980,0,2,-4
7078,1,12,1983,0,2,-4
7079,2,4,1980,0,2,-4
7080,1,2,1981,0,2,-4
7081,2,2,1981,0,2,-4
7082,2,10,1980,0,2,-4
7083,2,11,1982,0,2,-4
7084,2,7,1981,0,2,1
7085,1,9,1981,0,2,-4
7086,2,1,1980,0,2,-4
7087,1,7,1981,0,2,-4
7088,2,6,1982,0,2,-4
7089,2,4,1981,0,1,-4
7090,2,7,1982,0,1,-4
7091,2,1,1984,0,1,-4
7092,1,3,1984,0,1,-4
7093,1,11,1984,0,1,-4
7094,2,1,1980,0,1,1
7095,1,1,1984,0,1,-4
7096,2,8,1983,0,1,-4
7097,1,7,1983,0,1,-4
7098,2,11,1981,0,1,-4
7099,2,3,1982,0,1,-4
7100,1,11,1984,0,1,-4
7101,1,2,1982,0,1,-4
7102,1,6,1983,0,2,-4
7103,1,4,1982,0,2,-4
7104,1,4,1980,0,1,-4
7105,2,10,1984,0,1,-4
7106,2,6,1980,0,1,2
7107,2,4,1982,0,1,-4
7108,1,5,1983,0,1,-4
7109,1,7,1980,0,1,-4
7110,2,7,1982,0,1,-4
7111,2,7,1981,0,1,-4
7112,2,7,1984,0,1,-4
7113,1,5,1984,0,1,-4
7114,1,12,1982,0,1,-4
7115,1,1,1983,0,1,-4
7116,1,9,1984,0,1,-4
7117,2,2,1984,0,1,-4
7118,2,12,1983,0,1,-4
7119,1,4,1982,0,1,-4
7120,2,1,1983,0,1,-4
7121,2,7,1980,0,1,-4
7122,2,11,1983,0,1,-4
7123,2,10,1984,0,2,1
7124,2,6,1981,0,1,-4
7125,2,12,1981,0,1,-4
7126,1,3,1983,0,1,-4
7127,1,10,1982,0,1,-4
7128,1,10,1984,0,1,-4
7129,1,10,1984,0,2,-4
7130,1,1,1980,0,2,-4
7131,1,7,1980,0,2,1
7132,2,11,1981,0,2,1
7133,2,4,1982,0,2,-4
7134,1,10,1981,0,2,1
7135,1,11,1982,0,2,-4
7136,2,1,1980,0,2,1
7137,2,3,1983,0,2,-4
7138,1,2,1980,0,2,-4
7139,2,4,1981,0,2,-4
7140,2,10,1983,0,2,-4
7141,1,3,1980,0,2,-4
7142,2,1,1984,0,2,1
7143,1,12,1983,0,2,-4
7144,2,12,1983,0,2,-4
7145,2,5,1982,0,2,1
7146,1,10,1983,0,2,-4
7147,2,10,1980,0,2,1
7148,2,2,1983,0,2,-4
7149,1,12,1980,0,2,-4
7150,1,8,1982,0,2,-4
7151,2,1,1983,0,2,1
7152,2,1,1980,0,2,1
7153,1,9,1981,0,2,1
7154,2,9,1981,0,2,-4
7155,1,8,1980,0,2,-4
7156,1,11,1981,0,1,-4
7157,1,7,1984,0,1,1
7158,2,9,1981,0,2,-4
7159,1,7,1983,0,2,1
7160,1,9,1981,0,2,-4
7161,2,4,1981,0,2,-4
7162,2,1,1981,0,2,1
7163,1,3,1983,0,2,-4
7164,2,9,1982,0,2,-4
7165,1,3,1982,0,2,-4
7166,2,10,1984,0,2,-4
7167,1,2,1980,0,2,-4
7168,1,4,1980,0,2,1
7169,2,5,1983,0,2,-4
7170,1,1,1980,0,2,-4
7171,1,10,1982,0,2,1
7172,2,11,1983,0,2,1
7173,2,6,1980,0,2,-4
7174,1,8,1984,0,2,-4
7175,2,7,1980,0,1,1
7176,2,2,1983,0,1,-4
7177,2,10,1982,0,2,1
7178,2,2,1984,0,2,-4
7179,1,12,1981,0,2,-4
7180,2,3,1980,0,1,-4
7181,1,6,1982,0,1,-4
7182,2,2,1980,0,1,1
7183,2,3,1982,0,1,-4
7184,1,4,1984,0,1,1
7185,2,4,1984,0,2,1
7186,1,6,1981,0,1,-4
7187,2,10,1980,0,2,1
7188,2,6,1980,0,1,-4
7189,2,8,1982,0,2,-4
7190,1,11,1980,0,2,1
7191,1,2,1980,0,2,-4
7192,2,2,1980,0,2,1
7193,1,5,1980,0,2,-4
7194,2,4,1981,0,2,-4
7195,1,4,1983,0,2,1
7196,1,3,1980,0,2,-4
7197,1,2,1981,0,2,1
7198,2,8,1982,0,2,-4
7199,2,2,1984,0,2,-4
7200,2,5,1981,0,2,-4
7201,1,5,1981,0,2,1
7202,1,10,1983,0,2,1
7203,1,12,1984,0,2,-4
7204,2,5,1980,0,2,-4
7205,1,1,1982,0,2,-4
7206,1,6,1982,0,2,-4
7207,1,3,1981,0,2,-4
7208,2,10,1982,0,2,-4
7209,1,9,1984,0,2,-4
7210,1,2,1982,0,2,-4
7211,2,8,1981,0,2,1
7212,1,4,1983,0,2,-4
7213,2,11,1982,0,2,1
7214,1,3,1984,0,2,-4
7215,2,7,1983,0,1,-4
7216,1,8,1983,0,1,-4
7217,2,4,1981,0,1,-4
7218,2,8,1980,0,1,-4
7219,1,8,1980,0,1,-4
7220,1,9,1983,0,2,1
7221,1,2,1983,0,1,-4
7222,1,6,1980,0,2,-4
7223,1,11,1982,0,2,-4
7224,1,12,1981,0,1,-4
7225,1,10,1980,0,2,-4
7226,2,3,1984,0,2,-4
7227,1,11,1980,0,2,1
7228,1,5,1982,0,2,1
7229,1,4,1983,0,2,-4
7230,2,4,1980,0,1,-4
7231,1,4,1980,0,1,-4
7232,2,6,1981,0,1,-4
7233,1,10,1982,0,1,-4
7234,1,7,1984,0,1,-4
7235,2,11,1984,0,1,1
7236,2,5,1983,0,1,1
7237,2,8,1981,0,2,-4
7238,1,11,1980,0,2,-4
7239,1,2,1981,0,2,1
7240,2,10,1980,0,2,-4
7241,2,8,1983,0,2,1
7242,1,3,1981,0,2,-4
7243,2,2,1981,0,2,-4
7244,2,6,1984,0,2,-4
7245,1,1,1980,0,1,-4
7246,1,9,1981,0,1,-4
7247,1,8,1984,0,1,-4
7248,1,7,1984,0,1,-4
7249,1,10,1980,0,1,-4
7250,1,11,1981,0,1,-4
7251,1,11,1981,0,1,-4
7252,1,5,1984,0,1,-4
7253,1,8,1983,0,1,-4
7254,1,4,1980,0,2,1
7255,1,2,1983,0,2,-4
7256,1,7,1980,0,1,-4
7257,1,12,1981,0,1,-4
7258,2,9,1982,0,1,-4
7259,1,4,1982,0,1,1
7260,1,4,1980,0,2,-4
7261,1,6,1984,0,2,-4
7262,2,5,1984,0,2,-4
7263,2,6,1980,0,1,-4
7264,2,4,1981,0,1,-4
7265,1,8,1982,0,1,-4
7266,1,1,1983,0,1,-4
7267,1,8,1983,0,1,-4
7268,2,2,1982,0,1,-4
7269,2,9,1983,0,1,1
7270,2,9,1983,0,1,-4
7271,1,11,1984,0,1,-4
7272,1,6,1983,0,1,-4
7273,2,9,1981,0,1,-4
7274,1,3,1982,0,1,-4
7275,2,2,1984,0,1,-4
7276,1,5,1982,0,1,-4
7277,1,9,1983,0,1,-4
7278,1,10,1983,0,1,-4
7279,2,10,1982,0,1,-4
7280,1,2,1982,0,1,-4
7281,2,1,1984,0,1,-4
7282,1,1,1981,0,1,-4
7283,1,12,1981,0,1,-4
7284,2,7,1980,0,2,-4
7285,1,5,1984,0,1,-4
7286,2,11,1983,0,1,-4
7287,1,10,1981,0,1,-4
7288,1,6,1984,0,1,-4
7289,1,6,1982,0,1,-4
7290,1,7,1982,0,1,-4
7291,2,7,1981,0,1,1
7292,1,1,1981,0,1,1
7293,2,6,1981,0,1,-4
7294,2,7,1984,0,1,-4
7295,2,10,1981,0,1,-4
7296,2,3,1982,0,1,-4
7297,1,5,1982,0,1,1
7298,1,3,1982,0,1,-4
7299,1,9,1984,0,1,-4
7300,1,9,1982,0,1,1
7301,2,9,1980,0,1,-4
7302,2,5,1984,0,1,-4
7303,2,6,1981,0,1,-4
7304,2,10,1981,0,1,-4
7305,2,2,1984,0,1,-4
7306,2,3,1982,0,1,1
7307,1,1,1982,0,1,-4
7308,1,5,1981,0,1,-4
7309,1,7,1981,0,1,-4
7310,1,9,1980,0,1,-4
7311,1,7,1981,0,1,-4
7312,1,6,1984,0,1,1
7313,2,6,1980,0,1,-4
7314,1,2,1984,0,1,-4
7315,1,5,1981,0,1,-4
7316,1,12,1983,0,1,-4
7317,2,10,1984,0,1,-4
7318,2,10,1980,0,1,-4
7319,2,12,1980,0,1,-4
7320,1,11,1981,0,1,-4
7321,2,2,1983,0,1,-4
7322,1,1,1983,0,1,-4
7323,1,5,1983,0,1,-4
7324,2,2,1981,0,1,-4
7325,1,6,1984,0,1,-4
7326,1,9,1982,0,1,-4
7327,2,9,1984,0,1,1
7328,2,7,1981,0,1,-4
7329,2,8,1984,0,1,-4
7330,2,6,1982,0,1,-4
7331,1,6,1983,0,1,-4
7332,1,9,1981,0,1,1
7333,2,6,1980,0,1,-4
7334,1,7,1981,0,1,-4
7335,1,4,1982,0,1,-4
7336,1,12,1983,0,1,-4
7337,1,8,1984,0,1,-4
7338,1,9,1982,0,1,-4
7339,1,6,1981,0,2,1
7340,2,4,1981,0,2,-4
7341,2,2,1984,0,2,1
7342,1,8,1982,0,1,-4
7343,1,1,1983,0,2,-4
7344,2,7,1984,0,2,-4
7345,1,8,1982,0,1,-4
7346,1,9,1980,0,2,-4
7347,1,10,1982,0,2,-4
7348,2,10,1982,0,2,-4
7349,1,6,1980,0,2,1
7350,1,8,1981,0,2,-4
7351,2,4,1984,0,2,-4
7352,1,9,1983,0,1,-4
7353,1,7,1982,0,2,-4
7354,1,10,1980,0,2,-4
7355,1,7,1983,0,2,-4
7356,1,4,1982,0,2,-4
7357,2,3,1981,0,2,-4
7358,1,1,1984,0,2,-4
7359,2,1,1984,0,2,-4
7360,1,7,1980,0,2,1
7361,1,10,1983,0,2,-4
7362,1,11,1980,0,2,-4
7363,1,12,1982,0,2,-4
7364,1,11,1982,0,2,-4
7365,2,1,1980,0,1,1
7366,2,1,1981,0,1,-4
7367,2,4,1982,0,1,1
7368,2,9,1981,0,1,-4
7369,1,8,1981,0,1,-4
7370,2,12,1982,0,1,-4
7371,2,3,1984,0,1,-4
7372,1,4,1983,0,1,-4
7373,2,6,1981,0,1,-4
7374,2,10,1983,0,1,-4
7375,1,2,1983,0,1,-4
7376,1,9,1980,0,1,-4
7377,1,12,1981,0,1,3
7378,2,6,1984,0,1,-4
7379,2,8,1980,0,1,1
7380,2,9,1983,0,1,-4
7381,2,2,1981,0,1,-4
7382,2,8,1980,0,1,-4
7383,1,10,1981,0,1,-4
7384,2,9,1982,0,1,-4
7385,2,4,1980,0,1,-4
7386,1,5,1982,0,1,-4
7387,1,8,1981,0,1,-4
7388,2,7,1984,0,1,-4
7389,1,11,1983,0,1,-4
7390,2,11,1982,0,1,-4
7391,2,12,1981,0,1,-4
7392,2,9,1980,0,1,3
7393,1,9,1980,0,1,-4
7394,1,10,1983,0,1,-4
7395,2,7,1984,0,1,-4
7396,1,10,1982,0,1,-4
7397,1,7,1984,0,1,-4
7398,1,7,1984,0,1,-4
7399,2,4,1981,0,1,-4
7400,2,4,1982,0,1,-4
7401,2,5,1984,0,1,1
7402,1,4,1980,0,1,1
7403,1,1,1984,0,1,-4
7404,2,1,1984,0,1,-4
7405,1,3,1980,0,1,-4
7406,2,9,1981,0,1,-4
7407,2,4,1984,0,1,-4
7408,2,2,1982,0,2,-4
7409,2,10,1982,0,1,-4
7410,2,9,1984,0,1,-4
7411,2,11,1984,0,1,-4
7412,1,5,1983,0,1,-4
7413,1,2,1980,0,2,-4
7414,2,9,1980,0,2,-4
7415,1,12,1982,0,2,-4
7416,1,8,1980,0,2,-4
7417,1,12,1983,0,2,-4
7418,1,5,1980,0,1,-4
7419,2,5,1982,0,1,-4
7420,2,2,1981,0,1,-4
7421,1,5,1982,0,1,-4
7422,2,3,1982,0,2,-4
7423,1,4,1983,0,2,-4
7424,1,6,1980,0,2,-4
7425,1,4,1984,0,2,-4
7426,1,8,1984,0,2,-4
7427,1,3,1982,0,2,-4
7428,1,5,1980,0,2,-4
7429,2,2,1984,0,2,-4
7430,1,4,1981,0,2,-4
7431,1,1,1982,0,2,-4
7432,2,10,1983,0,2,-4
7433,1,10,1984,0,2,-4
7434,2,7,1980,0,2,-4
7435,1,7,1983,0,2,-4
7436,1,12,1981,0,2,-4
7437,2,5,1984,0,2,-4
7438,2,10,1980,0,2,-4
7439,1,8,1984,0,2,-4
7440,2,6,1980,0,2,-4
7441,1,12,1981,0,2,-4
7442,1,7,1981,0,2,-4
7443,2,1,1983,0,2,3
7444,2,3,1983,0,2,1
7445,2,7,1982,0,2,1
7446,2,4,1984,0,2,-4
7447,1,2,1984,0,2,-4
7448,1,9,1980,0,1,-4
7449,1,4,1984,0,1,-4
7451,1,5,1980,0,2,-4
7452,2,11,1984,0,2,-4
7453,1,1,1983,0,2,1
7454,2,3,1981,0,2,-4
7455,1,12,1982,0,2,-4
7456,2,1,1982,0,2,-4
7457,1,1,1982,0,2,-4
7458,1,2,1980,0,2,-4
7459,1,2,1983,0,2,-4
7460,2,12,1980,0,2,-4
7461,1,9,1980,0,2,-4
7462,1,3,1983,0,2,-4
7463,1,8,1980,0,2,1
7464,1,4,1980,0,2,1
7465,1,8,1983,0,2,-4
7466,1,2,1981,0,2,-4
7467,2,6,1982,0,2,1
7468,2,5,1983,0,2,-4
7469,2,6,1981,0,2,-4
7470,2,7,1984,0,2,1
7471,1,4,1981,0,2,-4
7472,1,3,1983,0,2,1
7473,1,9,1981,0,2,-4
7474,1,4,1982,0,2,1
7475,1,1,1984,0,2,-4
7476,1,3,1981,0,2,1
7477,2,12,1983,0,2,1
7478,2,7,1980,0,2,-4
7479,2,9,1982,0,2,-4
7480,2,8,1984,0,2,-4
7481,1,6,1983,0,2,-4
7482,2,11,1980,0,2,1
7483,1,12,1982,0,2,-4
7484,1,10,1982,0,2,-4
7485,1,6,1981,0,2,1
7486,2,4,1980,0,2,-4
7487,2,12,1984,0,2,-4
7488,1,10,1982,0,2,-4
7489,2,9,1983,0,2,-4
7490,1,9,1984,0,2,-4
7491,2,4,1983,0,2,-4
7492,2,10,1980,0,2,-4
7493,2,10,1981,0,2,-4
7494,2,4,1984,0,2,-4
7495,2,6,1982,0,2,-4
7496,2,12,1980,0,2,-4
7497,1,10,1983,0,2,1
7498,1,11,1982,0,2,1
7499,2,6,1984,0,2,1
7500,1,1,1980,0,2,-4
7501,2,4,1982,0,2,-4
7502,1,7,1982,0,2,1
7503,1,2,1984,0,2,-4
7504,2,7,1984,0,2,-4
7505,1,4,1983,0,2,-4
7506,1,9,1980,0,2,-4
7507,1,5,1982,0,2,-4
7508,2,6,1984,0,2,-4
7509,2,8,1983,0,2,1
7510,1,2,1983,0,2,-4
7511,2,8,1982,0,2,1
7512,2,5,1982,0,2,-4
7513,2,3,1982,0,2,-4
7514,2,6,1982,0,2,-4
7515,1,6,1983,0,2,-4
7516,1,12,1981,0,2,-4
7517,2,3,1984,0,2,-4
7518,1,4,1981,0,2,-4
7519,2,5,1981,0,2,-4
7520,2,4,1982,0,2,-4
7521,2,6,1983,0,2,-4
7522,1,10,1983,0,2,-4
7523,1,4,1981,0,2,-4
7524,1,7,1982,0,2,-4
7525,2,6,1980,0,2,-4
7526,1,7,1982,0,2,-4
7527,2,10,1984,0,2,-4
7528,2,5,1980,0,2,-4
7529,1,6,1982,0,2,1
7530,2,11,1981,0,2,1
7531,2,11,1981,0,2,1
7532,1,7,1983,0,2,1
7533,2,3,1981,0,2,-4
7534,2,3,1982,0,2,-4
7535,2,5,1980,0,2,-4
7536,2,4,1981,0,2,-4
7537,1,1,1983,0,2,2
7538,1,1,1982,0,2,-4
7539,2,12,1982,0,2,-4
7540,1,5,1983,0,2,-4
7541,2,9,1984,0,2,-4
7542,1,9,1982,0,2,-4
7543,2,3,1982,0,2,-4
7544,1,1,1984,0,2,1
7545,2,11,1982,0,2,-4
7546,2,4,1983,0,2,1
7547,1,2,1984,0,2,-4
7548,1,4,1981,0,1,-4
7549,1,6,1981,0,2,-4
7550,1,12,1981,0,2,-4
7551,2,1,1983,0,2,-4
7552,1,9,1980,0,1,-4
7553,1,9,1982,0,1,-4
7554,1,4,1981,0,2,-4
7555,2,8,1983,0,2,-4
7556,2,5,1983,0,2,-4
7557,2,7,1983,0,2,-4
7558,1,9,1981,0,2,-4
7559,2,5,1984,0,2,-4
7560,1,8,1980,0,2,-4
7561,1,8,1980,0,2,-4
7562,1,8,1982,0,2,-4
7563,2,10,1982,0,2,-4
7564,1,12,1981,0,2,-4
7565,1,11,1984,0,2,-4
7566,1,3,1980,0,2,-4
7567,1,2,1982,0,2,-4
7568,1,5,1984,0,2,-4
7569,1,2,1982,0,1,-4
7570,1,1,1981,0,2,-4
7571,2,2,1983,0,2,-4
