"R0000100","R0536300","R0536401","R0536402","R1235800","R1482600","Z9073400"
3035,1,5,1981,1,4,-4
3036,1,4,1982,1,2,-4
3037,2,10,1984,1,2,-4
3038,1,2,1981,1,4,-4
3039,2,9,1982,1,4,-4
3040,2,7,1982,1,3,1
3041,2,2,1984,1,3,-4
3042,1,11,1980,1,4,1
3043,1,8,1984,1,4,-4
3044,1,8,1983,1,1,-4
3045,2,6,1984,1,4,-4
3046,2,4,1980,1,1,-4
3047,2,4,1982,1,4,-4
3048,1,9,1980,1,4,-4
3049,2,4,1982,1,4,-4
3050,2,1,1984,1,4,-4
3051,2,1,1983,1,4,-4
3052,2,1,1980,1,4,-4
3053,1,11,1982,1,4,1
3054,2,4,1981,1,4,-4
3055,1,7,1982,1,4,1
3056,1,6,1981,1,4,-4
3057,1,7,1984,1,4,-4
3058,1,8,1984,1,4,-4
3059,1,6,1982,1,4,-4
3060,2,3,1980,1,4,-4
3061,1,12,1981,1,4,-4
3062,2,6,1982,1,4,-4
3063,1,3,1982,1,4,-4
3064,1,3,1984,1,4,-4
3065,1,5,1981,1,4,-4
3066,2,12,1982,1,4,-4
3067,2,9,1980,1,4,-4
3068,1,5,1983,1,4,1
3069,1,10,1980,1,4,-4
3070,2,3,1982,1,4,-4
3071,2,5,1980,1,4,-4
3072,1,1,1983,1,4,-4
3073,2,7,1980,1,4,-4
3074,1,1,1983,1,4,-4
3075,1,4,1982,1,4,-4
3076,1,6,1982,1,2,-4
3077,1,10,1984,1,4,1
3078,2,2,1983,1,1,-4
3079,2,2,1982,1,4,-4
3080,1,9,1983,1,4,-4
3081,2,7,1980,1,4,-4
3082,1,12,1984,1,4,-4
3083,2,10,1983,1,4,-4
3084,1,11,1980,1,4,-4
3085,2,3,1983,1,4,-4
3086,2,12,1983,1,4,-4
3087,2,10,1983,1,4,-4
3088,1,7,1982,1,4,-4
3089,1,4,1980,1,4,-4
3090,1,6,1980,1,4,-4
3091,1,11,1984,1,4,1
3092,1,10,1982,1,4,-4
3093,2,3,1982,1,4,-4
3094,1,10,1980,1,4,1
3095,1,11,1982,1,4,-4
3096,2,4,1983,1,4,-4
3097,1,9,1981,1,4,-4
3098,1,3,1984,1,4,1
3099,2,10,1982,1,4,-4
3100,2,3,1982,1,1,-4
3101,1,2,1982,1,1,1
3102,1,9,1981,1,1,-4
3103,1,8,1984,1,1,-4
3104,1,2,1980,1,1,-4
3105,2,8,1980,1,1,-4
3106,1,4,1982,1,4,-4
3107,1,6,1983,1,4,1
3108,1,3,1981,1,2,-4
3109,1,10,1983,1,2,-4
3110,1,11,1984,1,4,-4
3111,1,10,1981,1,4,-4
3112,2,11,1984,1,4,-4
3113,1,11,1984,1,1,-4
3114,1,11,1980,1,1,-4
3115,2,11,1980,1,1,-4
3116,2,1,1982,1,2,-4
3117,2,9,1984,1,2,-4
3118,2,5,1981,1,1,-4
3119,1,11,1980,1,4,-4
3120,1,9,1982,1,4,-4
3121,1,7,1984,1,4,-4
3122,1,3,1984,1,4,-4
3123,2,11,1983,1,4,-4
3124,2,5,1981,1,1,-4
3125,2,1,1982,1,4,-4
3126,2,4,1983,1,3,1
3127,1,10,1984,1,4,-4
3128,1,3,1980,1,4,-4
3129,2,7,1980,1,4,-4
3130,1,11,1984,1,4,1
3131,1,10,1980,1,4,-4
3132,2,7,1980,1,4,-4
3134,2,3,1982,1,4,-4
3135,1,12,1983,1,4,-4
3136,1,11,1984,1,4,-4
3137,1,7,1983,1,4,1
3138,1,3,1980,1,4,-4
3139,1,3,1981,1,4,-4
3140,2,1,1982,1,4,-4
3141,1,2,1984,1,4,-4
3142,1,12,1981,1,4,-4
3143,1,5,1984,1,4,-4
3144,2,1,1983,1,4,1
3145,1,5,1982,1,4,-4
3146,1,2,1982,1,4,-4
3147,1,4,1982,1,2,-4
3148,2,6,1980,1,4,-4
3149,1,5,1982,1,4,-4
3150,1,11,1982,1,4,-4
3151,2,7,1984,1,4,-4
3152,1,4,1984,1,4,1
3153,2,2,1982,1,4,1
3154,1,11,1980,1,4,-4
3155,2,1,1981,1,4,-4
3156,1,8,1982,1,4,-4
3157,1,12,1980,1,4,-4
3158,1,9,1982,1,4,-4
3159,2,11,1980,1,4,-4
3160,2,2,1981,1,4,-4
3161,2,5,1980,1,4,-4
3162,2,10,1984,1,4,-4
3163,1,3,1981,1,4,-4
3164,2,9,1984,1,4,-4
3165,2,9,1983,1,4,-4
3166,2,7,1981,1,4,-4
3167,1,10,1982,1,4,1
3168,2,8,1984,1,4,-4
3169,2,11,1983,1,4,-4
3170,2,8,1982,1,4,-4
3171,1,1,1984,1,4,-4
3172,1,6,1983,1,2,-4
3173,1,12,1980,1,4,1
3174,1,3,1984,1,4,1
3175,2,5,1981,1,4,1
3176,1,3,1983,1,4,-4
3177,2,10,1984,1,4,1
3178,2,1,1981,1,2,-4
3179,2,10,1984,1,2,1
3180,2,5,1980,1,4,-4
3181,1,1,1982,1,4,-4
3182,2,6,1984,1,4,-4
3183,2,12,1983,1,4,-4
3184,1,12,1980,1,4,1
3185,2,3,1983,1,4,-4
3186,2,11,1980,1,4,-4
3187,1,12,1983,1,4,-4
3188,2,11,1980,1,4,-4
3189,2,1,1980,1,4,-4
3190,2,6,1982,1,4,-4
3191,1,11,1984,1,4,-4
3192,2,9,1980,1,4,-4
3193,1,6,1984,1,4,-4
3194,1,7,1983,1,4,-4
3195,2,1,1982,1,4,1
3196,2,2,1980,1,4,-4
3197,1,9,1981,1,4,-4
3198,1,10,1984,1,4,-4
3199,2,11,1983,1,4,1
3200,2,1,1981,1,4,-4
3201,1,3,1982,1,4,-4
3202,1,4,1983,1,4,-4
3203,2,1,1982,1,2,1
3204,2,4,1983,1,2,1
3205,1,11,1982,1,4,-4
3206,2,5,1983,1,4,-4
3207,1,2,1981,1,4,-4
3208,1,5,1982,1,4,-4
3209,1,12,1982,1,4,-4
3210,2,11,1984,1,4,-4
3211,2,4,1983,1,4,-4
3212,1,6,1984,1,4,-4
3213,2,12,1982,1,4,1
3214,2,12,1984,1,2,-4
3215,1,10,1981,1,4,1
3216,1,3,1981,1,4,-4
3217,1,1,1982,1,4,-4
3218,2,8,1984,1,4,-4
3219,1,5,1983,1,2,1
3220,1,3,1983,1,4,1
3221,2,10,1980,1,4,-4
3222,1,11,1980,1,4,-4
3223,2,5,1982,1,4,1
3224,1,6,1983,1,4,-4
3225,2,10,1980,1,4,-4
3226,1,12,1981,1,4,-4
3227,2,10,1980,1,2,-4
3228,2,11,1982,1,4,-4
3229,2,9,1983,1,4,-4
3230,2,10,1981,1,4,1
3231,1,6,1983,1,4,1
3232,2,10,1984,1,4,-4
3233,2,8,1980,1,4,-4
3234,1,10,1980,1,4,-4
3235,2,1,1981,1,4,-4
3236,2,5,1983,1,4,-4
3237,2,11,1981,1,4,-4
3238,2,7,1981,1,4,-4
3239,2,9,1983,1,4,-4
3240,2,4,1983,1,4,1
3241,2,10,1983,1,2,1
3242,2,11,1982,1,4,-4
3243,2,8,1980,1,2,1
3244,1,4,1982,1,4,-4
3245,1,4,1983,1,4,3
3246,1,8,1980,1,1,-4
3247,1,5,1981,1,4,-4
3248,2,8,1981,1,4,-4
3249,2,7,1981,1,4,-4
3250,2,5,1980,1,4,-4
3251,2,5,1983,1,2,-4
3252,2,10,1984,1,2,-4
3253,1,2,1984,1,4,-4
3254,2,3,1980,1,4,-4
3255,2,9,1981,1,4,1
3256,1,4,1984,1,4,-4
3257,2,2,1980,1,4,-4
3258,1,5,1980,1,4,-4
3259,1,4,1981,1,4,-4
3260,1,4,1983,1,4,1
3261,2,6,1981,1,4,-4
3262,1,6,1983,1,4,-4
3263,1,4,1981,1,4,-4
3264,2,2,1981,1,4,-4
3265,2,6,1980,1,4,-4
3266,1,10,1981,1,4,-4
3267,2,4,1982,1,4,-4
3268,2,7,1981,1,4,1
3269,1,4,1983,1,4,-4
3270,1,2,1981,1,4,-4
3271,1,6,1981,1,4,-4
3272,2,2,1983,1,4,1
3273,1,9,1980,1,4,-4
3274,1,2,1981,1,4,-4
3275,1,7,1981,1,4,1
3276,2,5,1982,1,4,-4
3277,2,12,1981,1,4,-4
3278,2,10,1983,1,4,-4
3279,2,11,1984,1,4,-4
3280,2,11,1981,1,4,-4
3281,1,11,1984,1,4,-4
3282,2,4,1984,1,4,-4
3283,1,6,1981,1,4,-4
3284,2,6,1984,1,4,-4
3285,1,10,1984,1,4,-4
3286,1,12,1983,1,4,-4
3287,1,6,1981,1,3,-4
3288,2,12,1983,1,3,-4
3289,1,3,1982,1,4,-4
3290,1,9,1984,1,4,1
3291,2,6,1981,1,4,1
3292,2,7,1983,1,4,-4
3293,1,1,1981,1,4,1
3294,1,8,1981,1,4,-4
3295,2,6,1980,1,4,1
3296,2,10,1981,1,4,-4
3297,2,1,1984,1,1,-4
3298,2,1,1980,1,1,-4
3299,1,3,1982,1,1,-4
3300,1,2,1984,1,1,-4
3301,1,3,1984,1,1,-4
3302,2,10,1984,1,4,-4
3303,2,8,1984,1,4,-4
3304,1,10,1980,1,4,1
3305,1,12,1984,1,1,-4
3306,2,3,1981,1,4,1
3307,2,6,1981,1,4,-4
3308,2,12,1981,1,4,-4
3309,1,3,1982,1,4,-4
3310,1,6,1980,1,4,1
3311,1,11,1983,1,4,1
3312,2,6,1980,1,4,-4
3313,2,10,1983,1,4,-4
3314,1,12,1980,1,4,-4
3315,1,10,1981,1,4,-4
3316,2,6,1983,1,4,-4
3317,2,10,1984,1,4,-4
3318,2,4,1984,1,4,-4
3319,2,4,1981,1,4,-4
3320,2,2,1982,1,4,-4
3321,1,1,1981,1,4,1
3322,1,9,1983,1,4,-4
3323,2,6,1980,1,4,-4
3324,2,2,1982,1,4,-4
3325,1,10,1980,1,4,-4
3326,2,2,1980,1,1,-4
3327,1,10,1981,1,4,-4
3328,1,9,1980,1,4,-4
3329,2,11,1983,1,4,-4
3330,1,6,1980,1,4,-4
3331,2,9,1982,1,4,-4
3332,1,11,1982,1,4,1
3333,1,7,1984,1,4,1
3334,2,2,1982,1,4,-4
3335,1,5,1981,1,4,-4
3336,1,12,1983,1,2,-4
3337,2,8,1980,1,2,-4
3338,1,8,1984,1,2,-4
3339,2,8,1982,1,2,-4
3340,1,12,1984,1,4,-4
3341,1,5,1984,1,2,-4
3342,2,7,1980,1,4,-4
3343,1,4,1982,1,4,1
3344,1,5,1983,1,4,-4
3345,2,3,1980,1,2,-4
3346,2,12,1981,1,2,-4
3347,1,10,1983,1,4,-4
3348,2,1,1981,1,4,1
3349,2,6,1982,1,4,-4
3350,1,7,1981,1,4,3
3351,1,8,1982,1,4,-4
3352,1,12,1982,1,4,1
3353,2,11,1982,1,2,1
3354,1,4,1980,1,4,-4
3355,2,1,1982,1,4,-4
3356,1,11,1982,1,4,-4
3357,2,1,1984,1,4,1
3358,2,2,1981,1,4,-4
3359,1,5,1982,1,4,-4
3360,2,6,1983,1,2,-4
3361,2,3,1982,1,4,1
3362,1,6,1984,1,2,-4
3363,2,5,1981,1,4,-4
3364,2,12,1982,1,4,-4
3365,2,8,1983,1,4,1
3366,1,12,1984,1,4,-4
3367,1,10,1980,1,4,-4
3368,2,9,1984,1,4,-4
3369,1,4,1980,1,4,-4
3370,1,6,1982,1,4,-4
3371,2,10,1984,1,4,-4
3372,1,10,1982,1,4,-4
3373,1,8,1984,1,4,-4
3374,1,5,1980,1,4,-4
3375,2,8,1984,1,4,-4
3376,2,8,1984,1,2,-4
3377,2,8,1984,1,4,-4
3378,1,2,1983,1,4,-4
3379,1,5,1982,1,4,1
3380,2,7,1984,1,4,-4
3381,2,8,1982,1,4,-4
3382,1,7,1984,1,2,-4
3383,2,1,1981,1,1,-4
3384,1,11,1980,1,1,-4
3385,1,7,1984,1,1,-4
3386,1,3,1981,1,1,-4
3387,1,4,1982,1,2,-4
3388,1,7,1983,1,1,-4
3389,1,4,1983,1,1,-4
3390,1,6,1982,1,4,-4
3391,2,4,1984,1,4,-4
3392,1,12,1981,1,2,-4
3393,2,7,1982,1,1,-4
3394,1,7,1982,1,2,-4
3395,1,6,1984,1,2,-4
3396,1,4,1981,1,4,-4
3397,2,8,1983,1,4,-4
3398,2,5,1983,1,1,-4
3399,1,11,1984,1,4,1
3400,1,5,1980,1,4,-4
3401,2,12,1981,1,4,-4
3402,2,5,1981,1,4,1
3403,2,12,1982,1,4,1
3405,2,8,1984,1,4,1
3406,2,5,1983,1,4,-4
3407,1,1,1982,1,4,-4
3408,2,10,1983,1,4,-4
3409,1,6,1982,1,1,-4
3410,2,8,1984,1,4,-4
3411,2,9,1980,1,1,-4
3412,1,3,1983,1,4,-4
3413,2,7,1981,1,4,1
3414,2,9,1983,1,4,-4
3415,2,5,1984,1,4,-4
3416,2,1,1981,1,4,-4
3417,2,11,1983,1,4,-4
3418,1,6,1982,1,4,-4
3419,1,3,1984,1,4,-4
3420,2,5,1982,1,4,-4
3421,1,10,1984,1,4,-4
3422,2,12,1982,1,4,-4
3423,2,10,1981,1,4,-4
3424,1,8,1983,1,4,-4
3425,1,1,1983,1,4,-4
3426,2,12,1980,1,4,-4
3427,2,1,1980,1,4,1
3428,2,10,1983,1,4,-4
3429,2,9,1984,1,3,-4
3430,2,7,1983,1,4,1
3431,2,9,1982,1,3,-4
3432,2,1,1984,1,3,-4
3433,1,9,1984,1,1,-4
3434,1,8,1980,1,4,1
3435,1,1,1983,1,4,-4
3436,1,12,1982,1,4,-4
3437,2,9,1984,1,4,1
3438,2,3,1983,1,4,1
3439,1,12,1984,1,4,1
3440,1,11,1981,1,4,-4
3441,2,11,1981,1,4,-4
3442,2,3,1981,1,4,1
3443,2,12,1983,1,4,-4
3444,2,10,1983,1,4,1
3445,2,5,1980,1,1,-4
3446,1,2,1980,1,4,-4
3447,1,12,1984,1,4,-4
3448,1,7,1980,1,4,-4
3449,1,3,1981,1,4,-4
3450,1,8,1981,1,4,-4
3451,1,11,1983,1,4,-4
3452,2,11,1983,1,4,-4
3453,2,9,1981,1,4,-4
3454,1,5,1981,1,4,-4
3455,2,6,1983,1,4,-4
3456,1,11,1984,1,4,-4
3457,1,10,1983,1,4,-4
3458,1,10,1983,1,4,-4
3459,1,2,1984,1,4,-4
3460,2,12,1980,1,4,-4
3461,2,8,1983,1,4,-4
3462,2,12,1982,1,4,1
3463,2,11,1982,1,4,-4
3464,1,11,1982,1,4,-4
3465,1,1,1980,1,4,-4
3466,1,7,1982,1,4,-4
3467,1,7,1984,1,4,-4
3468,1,7,1982,1,4,-4
3469,1,7,1984,1,4,-4
3470,2,6,1981,1,4,-4
3471,1,2,1984,1,4,-4
3472,1,5,1984,1,4,-4
3473,1,9,1983,1,4,-4
3474,1,6,1980,1,4,1
3475,2,9,1984,1,4,-4
3476,1,1,1984,1,4,-4
3477,2,1,1981,1,4,-4
3478,2,8,1982,1,4,1
3479,2,3,1980,1,4,-4
3480,2,12,1981,1,4,-4
3481,2,9,1981,1,3,-4
3482,1,5,1984,1,4,-4
3483,2,2,1980,1,4,1
3484,2,9,1983,1,4,1
3485,1,10,1984,1,4,1
3486,1,4,1981,1,4,1
3487,1,2,1984,1,4,-4
3488,2,3,1981,1,4,1
3489,2,2,1983,1,1,-4
3490,2,3,1981,1,1,-4
3491,1,3,1984,1,1,-4
3492,2,7,1981,1,1,-4
3493,1,9,1984,1,1,1
3494,2,9,1980,1,1,-4
3495,1,12,1982,1,1,-4
3496,1,8,1983,1,1,-4
3497,2,7,1984,1,4,-4
3498,2,8,1983,1,4,1
3499,1,3,1980,1,4,-4
3500,1,9,1982,1,4,-4
3501,2,5,1980,1,1,-4
3502,1,7,1983,1,1,-4
3503,2,6,1981,1,1,-4
3504,2,1,1982,1,1,-4
3505,1,11,1981,1,1,-4
3506,2,1,1983,1,1,-4
3507,2,1,1980,1,1,-4
3508,1,4,1982,1,1,-4
3509,1,5,1983,1,1,-4
3510,2,12,1980,1,1,-4
3511,1,11,1980,1,1,-4
3512,2,9,1980,1,1,-4
3513,1,1,1982,1,1,-4
3514,1,11,1983,1,1,-4
3515,1,3,1984,1,4,-4
3516,1,9,1981,1,1,-4
3517,2,8,1983,1,1,-4
3518,1,5,1982,1,4,-4
3520,1,6,1981,1,4,-4
3521,2,11,1981,1,4,1
3522,2,1,1984,1,4,-4
3523,1,8,1982,1,4,-4
3524,2,5,1980,1,1,-4
3525,1,10,1982,1,1,-4
3526,2,6,1980,1,4,-4
3527,2,5,1983,1,4,-4
3528,1,1,1983,1,4,1
3529,2,12,1982,1,2,-4
3530,1,9,1984,1,4,-4
3531,2,11,1981,1,1,1
3532,2,1,1982,1,4,-4
3533,1,3,1981,1,4,-4
3534,2,3,1981,1,4,-4
3535,2,8,1980,1,4,-4
3536,2,1,1984,1,4,-4
3537,2,7,1982,1,1,-4
3538,1,9,1982,1,4,-4
3539,1,6,1982,1,4,-4
3540,2,12,1980,1,1,1
3541,2,8,1982,1,4,-4
3542,2,4,1982,1,1,-4
3543,1,11,1982,1,1,-4
3544,1,9,1984,1,4,-4
3545,1,11,1984,1,4,1
3546,1,10,1981,1,1,1
3547,1,10,1983,1,1,1
3548,2,6,1980,1,4,1
3549,1,7,1983,1,4,1
3550,2,4,1981,1,4,-4
3551,1,4,1981,1,4,-4
3552,2,4,1983,1,4,-4
3553,2,4,1982,1,4,-4
3554,1,3,1984,1,4,1
3555,2,8,1981,1,4,-4
3556,1,1,1983,1,4,-4
3557,1,7,1984,1,4,-4
3558,1,9,1984,1,4,1
3559,1,3,1981,1,4,-4
3560,1,8,1984,1,4,1
3561,2,10,1984,1,4,-4
3562,2,3,1981,1,4,-4
3563,1,1,1983,1,4,-4
3564,1,7,1981,1,4,1
3565,1,2,1984,1,4,-4
3566,2,4,1983,1,1,-4
3567,2,11,1982,1,4,1
3568,1,12,1983,1,4,-4
3569,1,1,1982,1,4,-4
3570,1,8,1982,1,4,-4
3571,1,11,1984,1,4,-4
3572,1,11,1984,1,4,1
3573,1,7,1981,1,4,-4
3574,1,7,1981,1,4,-4
3575,2,9,1983,1,1,-4
3576,2,1,1982,1,4,-4
3577,2,6,1981,1,2,-4
3578,2,2,1984,1,4,-4
3579,2,8,1983,1,1,-4
3580,1,12,1982,1,1,-4
3581,2,8,1982,1,2,-4
3582,1,11,1983,1,2,-4
3583,2,9,1981,1,1,1
3584,1,11,1983,1,1,-4
3585,2,6,1983,1,4,-4
3586,2,5,1983,1,1,-4
3587,1,6,1981,1,1,-4
3588,2,2,1982,1,4,-4
3589,1,6,1984,1,1,-4
3590,2,1,1981,1,1,-4
3591,1,2,1982,1,1,-4
3592,1,8,1982,1,1,-4
3593,2,9,1980,1,4,-4
3594,2,10,1982,1,1,-4
3595,2,12,1983,1,4,-4
3596,2,6,1980,1,4,-4
3597,2,4,1982,1,4,1
3598,2,5,1981,1,1,-4
3599,1,2,1983,1,1,-4
3600,2,12,1980,1,1,-4
3601,2,2,1983,1,1,-4
3602,1,12,1980,1,2,-4
3603,1,8,1983,1,2,-4
3604,2,8,1983,1,4,-4
3605,1,3,1983,1,4,-4
3606,1,8,1983,1,4,-4
3607,2,9,1980,1,4,-4
3608,2,8,1981,1,4,1
3609,1,8,1983,1,4,-4
3610,1,8,1980,1,4,-4
3611,2,11,1981,1,4,-4
3612,2,5,1983,1,4,-4
3613,2,5,1984,1,4,-4
3614,2,11,1983,1,4,-4
3615,2,7,1982,1,4,-4
3616,1,12,1984,1,4,-4
3617,2,12,1982,1,4,1
3618,1,8,1984,1,4,-4
3619,2,10,1984,1,4,-4
3620,1,1,1983,1,2,1
3621,1,6,1984,1,1,-4
3622,1,2,1980,1,2,-4
3623,1,10,1983,1,1,-4
3624,2,12,1981,1,1,1
3625,1,7,1984,1,1,-4
3626,1,7,1984,1,1,-4
3627,2,9,1981,1,1,-4
3628,2,4,1983,1,1,-4
3629,1,3,1981,1,2,1
3630,1,6,1984,1,1,-4
3631,2,7,1981,1,4,-4
3632,1,2,1982,1,1,-4
3633,2,3,1980,1,1,-4
3634,2,10,1983,1,1,-4
3635,1,9,1980,1,1,1
3636,1,5,1982,1,1,-4
3637,2,7,1984,1,1,1
3638,2,3,1981,1,1,-4
3639,2,1,1983,1,1,-4
3640,1,3,1984,1,4,-4
3641,2,11,1984,1,1,-4
3642,1,6,1981,1,4,-4
3643,1,10,1984,1,4,-4
3644,2,10,1982,1,2,1
3645,1,6,1981,1,2,-4
3646,1,8,1981,1,1,-4
3647,1,1,1984,1,4,-4
3648,2,8,1981,1,2,-4
3649,1,6,1984,1,1,-4
3650,1,2,1980,1,1,-4
3651,1,5,1983,1,1,-4
3652,1,5,1983,1,1,-4
3653,1,8,1981,1,1,-4
3654,1,2,1982,1,1,-4
3655,2,1,1984,1,1,-4
3656,1,4,1983,1,4,-4
3657,1,10,1984,1,1,-4
3658,1,10,1980,1,4,-4
3659,1,4,1982,1,1,-4
3660,1,3,1982,1,4,-4
3661,2,12,1980,1,4,-4
3662,2,6,1984,1,4,-4
3663,1,12,1980,1,1,-4
3664,1,12,1980,1,4,-4
3665,1,3,1983,1,4,-4
3666,1,8,1980,1,2,1
3667,2,10,1982,1,3,-4
3668,1,4,1980,1,2,-4
3669,1,8,1983,1,2,1
3670,2,2,1982,1,2,-4
3671,1,8,1984,1,2,-4
3672,1,1,1980,1,2,-4
3673,2,7,1981,1,1,-4
3674,1,9,1983,1,1,-4
3675,1,12,1982,1,1,-4
3676,1,2,1984,1,1,-4
3677,2,2,1980,1,1,-4
3678,2,1,1983,1,1,-4
3679,1,12,1984,1,1,-4
3680,1,11,1982,1,2,-4
3681,2,7,1984,1,2,-4
3682,2,1,1982,1,2,-4
3683,1,10,1983,1,2,-4
3684,1,10,1984,1,2,-4
3685,1,2,1981,1,2,1
3686,1,6,1984,1,2,-4
3687,1,9,1981,1,2,-4
3688,2,8,1983,1,2,-4
3689,2,8,1982,1,2,1
3690,1,8,1982,1,2,-4
3691,2,9,1983,1,1,-4
3692,1,1,1983,1,4,-4
3693,1,2,1984,1,2,-4
3694,2,1,1980,1,2,-4
3695,1,1,1981,1,2,-4
3696,2,11,1984,1,2,1
3697,2,6,1982,1,1,-4
3698,1,7,1983,1,4,1
3699,2,9,1981,1,2,-4
3700,2,2,1982,1,2,-4
3701,1,1,1983,1,2,-4
3702,1,1,1982,1,2,-4
3703,2,8,1983,1,2,-4
3704,2,7,1981,1,2,-4
3705,2,5,1983,1,4,-4
3706,1,9,1981,1,4,-4
3707,1,9,1980,1,1,-4
3709,1,12,1983,1,1,-4
3710,2,11,1981,1,1,-4
3711,2,11,1981,1,1,-4
3712,2,12,1984,1,2,-4
3713,2,11,1981,1,4,-4
3714,1,1,1983,1,4,-4
3715,1,7,1984,1,4,-4
3716,2,7,1980,1,1,-4
3717,2,8,1981,1,1,-4
3718,2,8,1982,1,1,-4
3719,1,10,1980,1,2,-4
3720,2,12,1983,1,4,-4
3721,1,4,1982,1,4,-4
3722,2,11,1982,1,4,-4
3723,1,2,1982,1,4,1
3724,1,4,1980,1,4,-4
3725,1,12,1983,1,4,1
3726,2,4,1981,1,2,1
3727,2,1,1983,1,2,-4
3728,1,12,1984,1,4,1
3729,2,7,1980,1,4,-4
3730,2,3,1983,1,4,-4
3731,1,9,1981,1,4,-4
3732,1,7,1981,1,1,-4
3733,1,10,1981,1,1,-4
3734,1,8,1982,1,1,-4
3735,2,5,1981,1,4,-4
3736,2,3,1981,1,4,1
3737,1,1,1982,1,1,-4
3738,1,5,1984,1,2,-4
3739,2,8,1981,1,1,1
3740,2,4,1984,1,1,1
3741,2,9,1981,1,4,-4
3742,2,1,1981,1,4,1
3743,1,6,1981,1,1,-4
3744,2,6,1983,1,1,-4
3745,2,8,1984,1,1,-4
3746,1,4,1982,1,1,-4
3747,2,10,1982,1,1,1
3748,2,8,1980,1,2,1
3749,1,6,1983,1,1,-4
3750,1,3,1980,1,1,-4
3751,2,11,1984,1,1,-4
3752,2,8,1981,1,4,1
3753,2,11,1982,1,4,-4
3754,2,9,1982,1,1,-4
3755,1,11,1980,1,1,-4
3756,2,5,1983,1,1,-4
3757,1,3,1981,1,1,-4
3758,2,2,1984,1,1,-4
3759,1,2,1981,1,1,-4
3760,1,1,1981,1,1,1
3761,2,12,1983,1,1,-4
3762,1,3,1980,1,1,3
3763,1,5,1980,1,4,-4
3764,2,2,1983,1,4,-4
3765,2,10,1984,1,1,-4
3766,2,11,1983,1,4,-4
3767,2,12,1983,1,4,1
3768,1,7,1980,1,4,-4
3769,1,2,1982,1,4,-4
3770,1,8,1983,1,4,-4
3771,2,12,1984,1,1,1
3772,1,9,1983,1,4,-4
3773,1,8,1984,1,4,1
3774,2,7,1982,1,4,1
3775,2,5,1983,1,4,1
3776,2,12,1984,1,4,1
3777,1,11,1980,1,3,1
3778,2,5,1981,1,4,1
3779,2,8,1984,1,4,-4
3780,1,7,1981,1,4,-4
3781,1,7,1983,1,4,-4
3782,2,11,1981,1,4,-4
3783,1,6,1982,1,1,-4
3784,2,11,1980,1,4,-4
3785,1,2,1984,1,4,-4
3786,2,9,1982,1,4,-4
3787,1,5,1983,1,4,-4
3788,1,10,1983,1,1,-4
3789,2,10,1983,1,1,-4
3790,1,11,1981,1,1,-4
3791,2,9,1980,1,1,1
3792,1,7,1982,1,1,-4
3793,1,12,1983,1,1,-4
3794,1,12,1980,1,1,-4
3795,1,11,1982,1,1,-4
3796,1,1,1984,1,1,-4
3797,1,12,1983,1,1,-4
3798,2,8,1983,1,1,-4
3799,2,7,1981,1,2,-4
3800,1,3,1983,1,2,1
3801,2,3,1980,1,1,-4
3802,1,8,1983,1,3,-4
3803,2,11,1980,1,4,1
3804,2,5,1982,1,1,-4
3805,1,9,1980,1,4,-4
3806,2,3,1980,1,1,-4
3807,2,6,1984,1,1,-4
3808,1,7,1980,1,1,1
3809,1,9,1983,1,1,-4
3810,2,7,1981,1,2,-4
3811,1,8,1981,1,2,1
3812,2,3,1982,1,1,-4
3813,1,4,1982,1,4,-4
3814,1,7,1981,1,4,-4
3815,2,6,1981,1,2,-4
3816,1,4,1983,1,4,-4
3817,1,8,1984,1,4,-4
3818,2,1,1981,1,4,-4
3819,2,6,1980,1,4,-4
3820,2,3,1983,1,4,-4
3821,2,4,1984,1,1,-4
3822,2,8,1982,1,4,1
3823,2,11,1984,1,3,1
3824,2,7,1981,1,4,1
3825,2,10,1981,1,4,1
3826,1,12,1982,1,1,-4
3827,1,7,1984,1,1,-4
3828,2,9,1981,1,4,1
3829,1,4,1982,1,4,1
3830,2,1,1980,1,4,1
3831,1,4,1982,1,4,1
3832,2,1,1981,1,4,1
3833,2,4,1980,1,4,-4
3834,1,10,1981,1,4,-4
3835,1,5,1981,1,4,1
3836,1,5,1980,1,1,1
3837,2,6,1983,1,4,-4
3838,2,10,1983,1,4,1
3839,1,7,1980,1,4,-4
3840,1,12,1982,1,4,-4
3841,2,1,1982,1,1,-4
3842,2,8,1983,1,1,-4
3843,2,3,1983,1,4,-4
3844,1,1,1980,1,1,-4
3845,1,7,1984,1,1,-4
3846,2,4,1983,1,1,-4
3847,2,6,1984,1,4,1
3848,1,9,1984,1,4,-4
3849,1,5,1984,1,4,-4
3850,1,9,1981,1,4,-4
3851,1,10,1983,1,4,1
3852,1,7,1982,1,4,-4
3853,2,10,1984,1,4,1
3854,1,1,1983,1,1,-4
3855,2,7,1980,1,1,-4
3856,2,5,1982,1,1,-4
3857,1,8,1982,1,1,-4
3858,1,1,1984,1,1,-4
3859,1,10,1980,1,1,-4
3860,1,11,1983,1,1,1
3861,2,1,1982,1,1,-4
3862,2,8,1983,1,1,-4
3863,1,8,1980,1,1,-4
3864,2,5,1981,1,1,-4
3865,2,5,1981,1,1,-4
3866,2,5,1984,1,1,-4
3867,2,10,1982,1,1,-4
3868,2,10,1983,1,1,-4
